4.924261   ,   0.4305983   ,   -0.7524902   ,   -3
-0.6019922   ,   3.422488   ,   -1.980955   ,   3
0.3444786   ,   2.041546   ,   3.422488   ,   -3
0   ,   0   ,   0   ,   1
-3.75249   ,   1.019045   ,   0.422488
-9.107349   ,   -1.80145   ,   -1.963537
-14.03161   ,   -1.199458   ,   -2.308015
-18.52527   ,   2.825022   ,   -0.6109478
-23.88013   ,   0.004526019   ,   -2.996973
-19.38647   ,   -4.019954   ,   -4.69404
-14.46221   ,   -4.621946   ,   -4.349562
-9.537948   ,   -5.223938   ,   -4.005083
-4.613687   ,   -5.825931   ,   -3.660604
0.7411721   ,   -3.005435   ,   -1.27458
2.463565   ,   10.68452   ,   6.891605
12.31209   ,   9.480533   ,   7.580562
12.74268   ,   12.90302   ,   9.622108
-11.87862   ,   15.91298   ,   7.899715
-12.30922   ,   12.49049   ,   5.858169
-2.460696   ,   11.28651   ,   6.547126
-2.24751   ,   4.980955   ,   -6.422488
-7.602369   ,   2.160459   ,   -8.808513
-12.52663   ,   2.762451   ,   -9.152991
-17.02029   ,   6.786932   ,   -7.455924
-22.37515   ,   3.966435   ,   -9.841949
-17.88149   ,   -0.05804461   ,   -11.53902
-12.95723   ,   -0.6600368   ,   -11.19454
-8.032967   ,   -1.262029   ,   -10.85006
-3.108706   ,   -1.864021   ,   -10.50558
2.246153   ,   0.9564746   ,   -8.119555
3.968546   ,   14.64643   ,   0.04662895
13.81707   ,   13.44244   ,   0.7355862
14.24767   ,   16.86493   ,   2.777132
-10.37364   ,   19.87489   ,   1.054739
-10.80424   ,   16.4524   ,   -0.9868069
-0.955715   ,   15.24842   ,   -0.2978497
